evidence_id,claim_id,question,data_class,description,source_file,source_sha256,row_locator,column_or_json_pointer,raw_value,display_value,unit,time_basis,generated_by_code,config_locator,validation,notes
EV-Q4-L1F,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,22.5 MW / 110 MWh: DLR change in incremental BESS technical gain,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 22.5 and battery_mwh == 110.0,dlr_change_in_bess_incremental_gain_mwh,-6232.86236532,-6232.86236532,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L1G,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,22.5 MW / 110 MWh: DLR change in conditional BESS project NPV,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 22.5 and battery_mwh == 110.0,dlr_change_in_conditional_bess_npv_eur,677405.759864,677405.759864,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L1H,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,22.5 MW / 110 MWh: DLR cost included in conditional BESS NPV,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 22.5 and battery_mwh == 110.0,dlr_cost_included_in_conditional_bess_npv,False,False,boolean,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L1I,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,22.5 MW / 110 MWh: DLR standalone lifetime gain,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 22.5 and battery_mwh == 110.0,dlr_standalone_lifetime_gain_mwh,600184.900945,600184.900945,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L2A,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,45 MW / 220 MWh: Fixed-line BESS lifetime net renewable gain,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 45.0 and battery_mwh == 220.0,fixed_lifetime_net_renewable_gain_mwh,553004.221785,553004.221785,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L2B,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,45 MW / 220 MWh: Incremental BESS lifetime gain conditional on DLR,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 45.0 and battery_mwh == 220.0,dlr_lifetime_net_renewable_gain_mwh,515983.929107,515983.929107,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L2C,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,45 MW / 220 MWh: Total DLR plus BESS lifetime gain versus fixed-line no-build,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 45.0 and battery_mwh == 220.0,dlr_plus_bess_total_gain_vs_fixed_mwh,1116168.83005,1116168.83005,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L2D,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,45 MW / 220 MWh: Fixed-line BESS project NPV,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 45.0 and battery_mwh == 220.0,fixed_npv_eur,-79856991.6161,-79856991.6161,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L2E,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,45 MW / 220 MWh: Conditional BESS project NPV with DLR,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 45.0 and battery_mwh == 220.0,dlr_npv_eur,-79580949.8546,-79580949.8546,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L2F,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,45 MW / 220 MWh: DLR change in incremental BESS technical gain,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 45.0 and battery_mwh == 220.0,dlr_change_in_bess_incremental_gain_mwh,-37020.2926775,-37020.2926775,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L2G,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,45 MW / 220 MWh: DLR change in conditional BESS project NPV,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 45.0 and battery_mwh == 220.0,dlr_change_in_conditional_bess_npv_eur,276041.761571,276041.761571,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L2H,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,45 MW / 220 MWh: DLR cost included in conditional BESS NPV,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 45.0 and battery_mwh == 220.0,dlr_cost_included_in_conditional_bess_npv,False,False,boolean,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L2I,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,45 MW / 220 MWh: DLR standalone lifetime gain,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 45.0 and battery_mwh == 220.0,dlr_standalone_lifetime_gain_mwh,600184.900945,600184.900945,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L3A,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,62.22 MW / 226.92 MWh: Fixed-line BESS lifetime net renewable gain,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 62.22 and battery_mwh == 226.92,fixed_lifetime_net_renewable_gain_mwh,579760.968973,579760.968973,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L3B,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,62.22 MW / 226.92 MWh: Incremental BESS lifetime gain conditional on DLR,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 62.22 and battery_mwh == 226.92,dlr_lifetime_net_renewable_gain_mwh,537785.818539,537785.818539,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L3C,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,62.22 MW / 226.92 MWh: Total DLR plus BESS lifetime gain versus fixed-line no-build,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 62.22 and battery_mwh == 226.92,dlr_plus_bess_total_gain_vs_fixed_mwh,1137970.71948,1137970.71948,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L3D,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,62.22 MW / 226.92 MWh: Fixed-line BESS project NPV,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 62.22 and battery_mwh == 226.92,fixed_npv_eur,-92444917.0094,-92444917.0094,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L3E,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,62.22 MW / 226.92 MWh: Conditional BESS project NPV with DLR,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 62.22 and battery_mwh == 226.92,dlr_npv_eur,-90907513.8552,-90907513.8552,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L3F,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,62.22 MW / 226.92 MWh: DLR change in incremental BESS technical gain,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 62.22 and battery_mwh == 226.92,dlr_change_in_bess_incremental_gain_mwh,-41975.1504339,-41975.1504339,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L3G,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,62.22 MW / 226.92 MWh: DLR change in conditional BESS project NPV,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 62.22 and battery_mwh == 226.92,dlr_change_in_conditional_bess_npv_eur,1537403.15422,1537403.15422,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L3H,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,62.22 MW / 226.92 MWh: DLR cost included in conditional BESS NPV,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 62.22 and battery_mwh == 226.92,dlr_cost_included_in_conditional_bess_npv,False,False,boolean,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L3I,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,62.22 MW / 226.92 MWh: DLR standalone lifetime gain,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 62.22 and battery_mwh == 226.92,dlr_standalone_lifetime_gain_mwh,600184.900945,600184.900945,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L4A,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,67.5 MW / 330 MWh: Fixed-line BESS lifetime net renewable gain,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 67.5 and battery_mwh == 330.0,fixed_lifetime_net_renewable_gain_mwh,795545.681801,795545.681801,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L4B,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,67.5 MW / 330 MWh: Incremental BESS lifetime gain conditional on DLR,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 67.5 and battery_mwh == 330.0,dlr_lifetime_net_renewable_gain_mwh,745740.774453,745740.774453,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L4C,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,67.5 MW / 330 MWh: Total DLR plus BESS lifetime gain versus fixed-line no-build,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 67.5 and battery_mwh == 330.0,dlr_plus_bess_total_gain_vs_fixed_mwh,1345925.6754,1345925.6754,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L4D,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,67.5 MW / 330 MWh: Fixed-line BESS project NPV,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 67.5 and battery_mwh == 330.0,fixed_npv_eur,-118941650.806,-118941650.806,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L4E,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,67.5 MW / 330 MWh: Conditional BESS project NPV with DLR,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 67.5 and battery_mwh == 330.0,dlr_npv_eur,-117046342.013,-117046342.013,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L4F,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,67.5 MW / 330 MWh: DLR change in incremental BESS technical gain,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 67.5 and battery_mwh == 330.0,dlr_change_in_bess_incremental_gain_mwh,-49804.9073478,-49804.9073478,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L4G,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,67.5 MW / 330 MWh: DLR change in conditional BESS project NPV,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 67.5 and battery_mwh == 330.0,dlr_change_in_conditional_bess_npv_eur,1895308.79315,1895308.79315,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L4H,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,67.5 MW / 330 MWh: DLR cost included in conditional BESS NPV,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 67.5 and battery_mwh == 330.0,dlr_cost_included_in_conditional_bess_npv,False,False,boolean,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L4I,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,67.5 MW / 330 MWh: DLR standalone lifetime gain,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 67.5 and battery_mwh == 330.0,dlr_standalone_lifetime_gain_mwh,600184.900945,600184.900945,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L5A,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,85 MW / 310 MWh: Fixed-line BESS lifetime net renewable gain,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 85.0 and battery_mwh == 310.0,fixed_lifetime_net_renewable_gain_mwh,759382.747717,759382.747717,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L5B,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,85 MW / 310 MWh: Incremental BESS lifetime gain conditional on DLR,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 85.0 and battery_mwh == 310.0,dlr_lifetime_net_renewable_gain_mwh,707221.011511,707221.011511,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
